CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,LATITUD,LONGITUD,ALTITUD,CVE_CARTA,AMBITO,PTOT,PMAS,PFEM,VTOT
7,Chiapas,Chis.,17,Cintalapa,368,Nueva Venecia,163810.594,935059.07,600,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,370,Las Dalias,163740.008,934928.992,577,E15C67,R,6,*,*,1
7,Chiapas,Chis.,17,Cintalapa,372,Agua Escondida,163457.427,935644.543,679,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,373,El Aguajón,163457.631,935743.731,707,E15C67,R,9,*,*,2
7,Chiapas,Chis.,17,Cintalapa,374,Nuevo Coyoacán,163508.11,935737.96,700,E15C67,R,181,94,87,38
7,Chiapas,Chis.,17,Cintalapa,375,Rancho Nuevo,163515.881,935517.651,646,E15C67,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,376,14 de Febrero,163605.476,935500.889,645,E15C67,R,182,90,92,45
7,Chiapas,Chis.,17,Cintalapa,377,San Francisco Hojamán,164039.083,935209.128,668,E15C67,R,16,9,7,5
7,Chiapas,Chis.,17,Cintalapa,378,La Lagunita,163453.838,935717.857,700,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,379,El Jobito,163502.81,935658.244,677,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,380,El Triunfo,162914.62,935848.432,661,E15C77,R,19,10,9,8
7,Chiapas,Chis.,17,Cintalapa,381,El Ecuador,162929.874,935834.189,681,E15C77,R,4,*,*,2
7,Chiapas,Chis.,17,Cintalapa,382,Santa Martha,162917.34,935844.912,663,E15C77,R,6,*,*,1
7,Chiapas,Chis.,17,Cintalapa,383,La Nueva España,162830.309,935916.679,697,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,384,El Horizonte,162924.423,935906.368,681,E15C77,R,7,*,*,2
7,Chiapas,Chis.,17,Cintalapa,385,El Tesoro,162841.258,935858.993,685,E15C77,R,4,*,*,2
7,Chiapas,Chis.,17,Cintalapa,387,La Orquídea,164018.984,940248.984,1206,E15C66,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,388,Crisálidas (Plan del Mango),164120.651,940039.658,1025,E15C66,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,390,Ciénega de León,164048.213,940214.089,1110,E15C66,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,391,La Higuera,162938.369,935337.602,699,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,392,Vista Alegre (El Mercadito),165101.368,934240.174,802,E15C57,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,393,El Socorro,163246.629,935341.469,645,E15C67,R,6,*,*,2
7,Chiapas,Chis.,17,Cintalapa,394,Último de Mayo,163240.089,935334.87,644,E15C67,R,10,5,5,3
7,Chiapas,Chis.,17,Cintalapa,396,La Veleta,163234.807,935329.319,645,E15C67,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,397,Las Crucecitas,163328.103,935206.992,618,E15C67,R,9,*,*,2
7,Chiapas,Chis.,17,Cintalapa,398,Esperanza de los Pobres,163605.44,935431.205,642,E15C67,R,410,195,215,71
7,Chiapas,Chis.,17,Cintalapa,399,San Juanito,163334.068,935409.485,642,E15C67,R,8,*,*,1
7,Chiapas,Chis.,17,Cintalapa,400,La Gloria,163358.244,935424.163,620,E15C67,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,401,El Desierto,163329.572,935408.629,641,E15C67,R,5,*,*,2
7,Chiapas,Chis.,17,Cintalapa,402,El Calvario,163318.981,935347.943,660,E15C67,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,403,El Pensamiento,163320.686,935347.822,660,E15C67,R,7,*,*,1
7,Chiapas,Chis.,17,Cintalapa,404,La Esperanza,163352.723,935427.553,620,E15C67,R,8,*,*,2
7,Chiapas,Chis.,17,Cintalapa,405,Argentina,163302.512,935413.971,640,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,406,Rancho Alegre,163342.681,935416.731,639,E15C67,R,6,*,*,1
7,Chiapas,Chis.,17,Cintalapa,407,Santa Anita,163305.9,935414.525,635,E15C67,R,27,11,16,4
7,Chiapas,Chis.,17,Cintalapa,408,Solo Dios,163245.698,935401.115,643,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,410,Las Reynas,163429.474,935027.016,616,E15C67,R,1,*,*,1
7,Chiapas,Chis.,17,Cintalapa,411,San Andrés,162829.957,935256.996,760,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,412,Tres Hermanos,162832.54,935254.529,760,E15C77,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,413,El Chiflido,162922.975,935449.005,694,E15C77,R,17,10,7,4
7,Chiapas,Chis.,17,Cintalapa,415,Los Andes,162457.44,935738.788,766,E15C77,R,6,*,*,1
7,Chiapas,Chis.,17,Cintalapa,416,Los Flamboyanes,162923.718,935437.495,701,E15C77,R,9,*,*,2
7,Chiapas,Chis.,17,Cintalapa,418,Las Jaquimas,162953.583,940714.431,835,E15C76,R,11,6,5,3
7,Chiapas,Chis.,17,Cintalapa,423,Sagrado Corazón de Jesús,162805.871,940143.856,807,E15C76,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,424,Brasilia,163039.259,935057.939,660,E15C67,R,11,6,5,3
7,Chiapas,Chis.,17,Cintalapa,425,El Carrizal,163054.474,935109.081,650,E15C67,R,7,*,*,2
7,Chiapas,Chis.,17,Cintalapa,426,San Marcos,163036.641,935117.61,661,E15C67,R,165,85,80,39
7,Chiapas,Chis.,17,Cintalapa,427,La Ilusión,163127.691,935108.191,645,E15C67,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,429,San José Montecristo,163223.244,935151.63,633,E15C67,R,10,*,*,1
7,Chiapas,Chis.,17,Cintalapa,430,El Lienzo,162943.962,935030.311,667,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,431,El Recuerdo,163158.446,935149.321,640,E15C67,R,8,*,*,1
7,Chiapas,Chis.,17,Cintalapa,432,San Ricardo,163340.996,934702.989,666,E15C67,R,8,4,4,3
7,Chiapas,Chis.,17,Cintalapa,433,El Triángulo,163058.119,934914.476,718,E15C67,R,11,5,6,3
7,Chiapas,Chis.,17,Cintalapa,434,Puerto Barrio,163050.219,934917.966,706,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,435,La Argentina,163220.043,934743.555,738,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,437,Las Canoitas Primera,162800.957,940628.913,989,E15C76,R,13,*,*,2
7,Chiapas,Chis.,17,Cintalapa,439,Ingeniero Eloy Borras Aguilar,163802.162,935630.239,773,E15C67,R,235,136,99,43
7,Chiapas,Chis.,17,Cintalapa,441,Monterrey,163237.157,935650.438,640,E15C67,R,18,*,*,2
7,Chiapas,Chis.,17,Cintalapa,442,El Rubí,163041.09,935959.558,686,E15C67,R,7,*,*,1
7,Chiapas,Chis.,17,Cintalapa,444,Miramar (El Tempisque),163224.988,935655.643,640,E15C67,R,19,9,10,4
7,Chiapas,Chis.,17,Cintalapa,445,El Estoraque (El Organal),163259.382,935740.749,660,E15C67,R,6,*,*,1
7,Chiapas,Chis.,17,Cintalapa,446,San Jacinto,163048.335,935638.058,647,E15C67,R,8,5,3,3
7,Chiapas,Chis.,17,Cintalapa,447,El Cielito,163100.802,935644.186,643,E15C67,R,10,5,5,4
7,Chiapas,Chis.,17,Cintalapa,448,San Juan,163004.322,935935.196,681,E15C67,R,7,*,*,2
7,Chiapas,Chis.,17,Cintalapa,449,El Guamúchil,163038.463,935859.727,660,E15C67,R,20,12,8,4
7,Chiapas,Chis.,17,Cintalapa,450,El Edén,163009.623,935941.249,667,E15C67,R,10,*,*,1
7,Chiapas,Chis.,17,Cintalapa,451,El Bosque,163046.88,935741.931,653,E15C67,R,13,5,8,4
7,Chiapas,Chis.,17,Cintalapa,452,El Pensamiento (El Arbolito),163020.51,935738.008,655,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,453,Las Bugambilias,163100.218,940205.519,687,E15C66,R,15,8,7,4
7,Chiapas,Chis.,17,Cintalapa,454,La Florida,163037,940116,680,E15C66,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,455,Terranova,163515.297,935913.012,724,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,456,La Herradura,163444.088,935859.689,715,E15C67,R,14,7,7,3
7,Chiapas,Chis.,17,Cintalapa,457,La Cima,163111.975,940311.9,725,E15C66,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,458,Juan Carral,163359.173,940152.14,830,E15C66,R,1,*,*,1
7,Chiapas,Chis.,17,Cintalapa,459,El Oriente,163125.314,940307.032,739,E15C66,R,1,*,*,1
7,Chiapas,Chis.,17,Cintalapa,460,San Mateo,163124.425,940332.715,742,E15C66,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,461,Las Dos Gardenias,162959.521,940403.07,764,E15C76,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,462,El Manguito,163345.812,940037.15,754,E15C66,R,25,8,17,3
7,Chiapas,Chis.,17,Cintalapa,463,El Calvario,163259.81,940121.454,801,E15C66,R,6,*,*,2
7,Chiapas,Chis.,17,Cintalapa,464,Las Perlas,162827.863,940250.09,857,E15C76,R,6,*,*,2
7,Chiapas,Chis.,17,Cintalapa,469,Jorge de la Vega Domínguez (Las Pavas),164310.312,935936.703,1033,E15C67,R,156,81,75,30
7,Chiapas,Chis.,17,Cintalapa,471,Las Minas,164045.401,934118.967,537,E15C67,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,472,La Piedad,164038.02,934211.381,544,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,473,Santa Patricia,163915.123,934204.475,556,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,474,Aníbal Moguel Farrera,164114.483,934121.841,548,E15C67,R,4,*,*,1
7,Chiapas,Chis.,17,Cintalapa,475,Avimarca,163932.356,934146.176,548,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,478,San Francisco,163957.284,934153.422,553,E15C67,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,479,El Triunfo,163957.922,934212.426,541,E15C67,R,1,*,*,1
7,Chiapas,Chis.,17,Cintalapa,480,El Cafetal (Rancho Nuevo),162233.514,935739.978,919,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,483,Buenos Aires,164941.988,934250.004,959,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,484,Las Tres Marías,164938.451,934324.619,925,E15C57,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,486,Javier López Moreno,164850.79,934352.878,944,E15C57,R,12,*,*,2
7,Chiapas,Chis.,17,Cintalapa,487,Santa Inés,164829.033,934323.012,960,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,488,San Antonio,164729.713,934433.659,724,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,489,El Naranjo,164723.235,934411.06,743,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,490,Rancho Escondido,164647.157,934352.708,739,E15C57,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,493,Uña de Gato,164509.368,934504.494,693,E15C57,R,40,22,18,8
7,Chiapas,Chis.,17,Cintalapa,494,Las Naranjas,165045.132,934312.126,829,E15C57,R,7,*,*,2
7,Chiapas,Chis.,17,Cintalapa,495,Las Perlas,165007.237,934349.342,911,E15C57,R,16,*,*,2
7,Chiapas,Chis.,17,Cintalapa,496,San Antonio,165126.47,934559.161,938,E15C57,R,27,13,14,4
7,Chiapas,Chis.,17,Cintalapa,497,Colonia Gómez,164147.8,934941.866,640,E15C67,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,499,Los Limones (Tetesquite),164825.925,934914.012,620,E15C57,R,9,*,*,1
7,Chiapas,Chis.,17,Cintalapa,502,Las Pilas (Santa Úrsula),164249.596,934843.573,626,E15C67,R,7,*,*,2
7,Chiapas,Chis.,17,Cintalapa,503,Pénjamo,164710.734,935332.542,556,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,504,El Carrizalillo,164246.165,935022.138,683,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,505,El Majagual,164533.012,935051,721,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,506,Piedra Azul,164917.084,935009.314,544,E15C57,R,4,*,*,1
7,Chiapas,Chis.,17,Cintalapa,507,Agua Dulce,164935.953,935023.262,532,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,508,El Jobal,165301.722,935027.625,339,E15C57,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,509,El Chichonal,165341.588,934846.205,455,E15C57,R,21,10,11,4
7,Chiapas,Chis.,17,Cintalapa,510,Simón Bolívar (El Transval),165214.744,935024.479,390,E15C57,R,136,69,67,32
7,Chiapas,Chis.,17,Cintalapa,511,Las Ánimas,165310.705,935019.543,357,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,512,Guadalupe Victoria Uno (La Herradura),165041.581,934921.556,486,E15C57,R,68,34,34,18
7,Chiapas,Chis.,17,Cintalapa,513,El Chintule,165130.761,934949.835,444,E15C57,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,515,La Herradura,164438.742,935530.093,694,E15C67,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,516,Horno Blanco,164449.815,935715.158,770,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,517,El Caracol,164611.166,935647.599,825,E15C57,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,519,Nuevo Amanecer Tenejapa,164210.702,935502.626,800,E15C67,R,81,43,38,15
7,Chiapas,Chis.,17,Cintalapa,520,Vallarta,164212.903,935249.96,675,E15C67,R,4,*,*,1
7,Chiapas,Chis.,17,Cintalapa,521,San José Betania,164224.077,935326.978,682,E15C67,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,525,Los Joaquines,165132.612,934140.248,765,E15C57,R,150,83,67,31
7,Chiapas,Chis.,17,Cintalapa,533,El Pital,164910.992,935339.012,617,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,534,San Martín,164811.145,935305.041,589,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,535,Chicozapote las Casetas,164732.569,935407.669,620,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,536,Mariano Pérez Díaz (La Joya),164646.019,935455.835,624,E15C57,R,89,51,38,12
7,Chiapas,Chis.,17,Cintalapa,537,San Judas (San Jacinto),164634.549,935547.277,737,E15C57,R,14,6,8,3
7,Chiapas,Chis.,17,Cintalapa,538,La Jabalina,164712.012,935151.012,699,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,539,Guillermo Velázquez,164911.117,934849.83,579,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,540,Gilberto Morales,164858.123,934855.307,580,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,541,Alberto Valencia,164855.008,934854,579,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,542,La Peñita,164851.733,934849.759,584,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,543,El Manguito,164816.583,934856.615,610,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,544,El Paraíso,165117.294,934511.972,922,E15C57,R,24,11,13,4
7,Chiapas,Chis.,17,Cintalapa,545,La Herendira,165038.271,934525.171,1051,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,546,Las Carmelitas,165132.281,934609.877,940,E15C57,R,129,62,67,21
7,Chiapas,Chis.,17,Cintalapa,547,Encarnación Hernández L.,165027.151,934312.016,947,E15C57,R,6,*,*,1
7,Chiapas,Chis.,17,Cintalapa,549,La Esperanza,164724.608,934504.021,704,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,550,El Triángulo,164050.035,935728.906,829,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,551,Corral Falso,164313.48,935418.792,797,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,552,Córdova,164215.391,935542.442,786,E15C67,R,9,*,*,2
7,Chiapas,Chis.,17,Cintalapa,554,San Vicente,164446.166,935305.758,757,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,555,Santa Julia,164117.941,935034.949,605,E15C67,R,12,*,*,2
7,Chiapas,Chis.,17,Cintalapa,556,El Saltillo,163905.948,934521.847,593,E15C67,R,6,*,*,1
7,Chiapas,Chis.,17,Cintalapa,557,San Antonio del Valle,163830.959,934610.918,616,E15C67,R,77,33,44,20
7,Chiapas,Chis.,17,Cintalapa,559,San Juditas,164052.902,934158.267,537,E15C67,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,560,El Recuerdo,163950.772,934759.712,581,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,561,La Esperanza,163745.115,935039.727,597,E15C67,R,4,*,*,2
7,Chiapas,Chis.,17,Cintalapa,562,Puerto Rico,163708.949,935038.068,593,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,564,El Amate,163902.073,934353.921,573,E15C67,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,566,La Gavia,163510.987,934720.864,610,E15C67,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,568,Villahermosa,163544.175,934728.166,605,E15C67,R,8,*,*,1
7,Chiapas,Chis.,17,Cintalapa,569,Dos Hermanos,163536.877,934726.682,603,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,571,El Milagro,163543.426,934833.636,619,E15C67,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,578,La Vibora,162952.597,940710.967,844,E15C76,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,579,El Ocotillo,162738.988,940539.984,925,E15C76,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,580,San Juan de Dios,163556.342,934721.549,601,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,581,Los Clavelitos (Pilón de Azúcar),162739.974,940412.487,848,E15C76,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,582,El Sinaí (Santa Elena),162745,940419.992,842,E15C76,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,583,Las Maravillas,163133.529,940310.533,741,E15C66,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,584,El Amatillo,163059.249,940305.02,700,E15C66,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,585,Santo Domingo,163056.844,940234.595,704,E15C66,R,24,15,9,7
7,Chiapas,Chis.,17,Cintalapa,586,Nueva Vida,163056.807,940253.297,702,E15C66,R,14,8,6,4
7,Chiapas,Chis.,17,Cintalapa,587,Lindavista,163053.624,940245.185,703,E15C66,R,8,*,*,1
7,Chiapas,Chis.,17,Cintalapa,588,La Verbena,163046.678,940303.307,706,E15C66,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,589,Siete Hermanos,163047.184,940310.377,707,E15C66,R,14,9,5,3
7,Chiapas,Chis.,17,Cintalapa,590,El Consuelo,163053.187,940225.57,694,E15C66,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,591,El Recuerdo,163050.6,940239.527,698,E15C66,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,592,Las Lluvias,163047.69,940122.388,686,E15C66,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,593,La Angostura,163011.016,940512.012,760,E15C66,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,597,Las Guanábanas,165351,935007.008,331,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,600,La Ceiba,164920.193,934939.083,565,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,601,La Bugambilia,164834.417,934849.904,616,E15C57,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,602,Manuel Martínez,163807.897,934552.495,610,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,603,Vesubio,163729.233,934504.823,657,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,604,Santa Ana,163647.988,934444.016,680,E15C67,R,12,*,*,2
7,Chiapas,Chis.,17,Cintalapa,605,Santa Rita la Paloma,163822.955,934154.493,568,E15C67,R,7,*,*,1
7,Chiapas,Chis.,17,Cintalapa,606,La Guacamaya,163357.239,935753.61,687,E15C67,R,14,8,6,3
7,Chiapas,Chis.,17,Cintalapa,608,El Faro,163344.558,935903.043,702,E15C67,R,13,8,5,3
7,Chiapas,Chis.,17,Cintalapa,609,El Porvenir,163336.015,935949.466,722,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,610,Las Margaritas,163208.797,935835.139,681,E15C67,R,33,15,18,7
7,Chiapas,Chis.,17,Cintalapa,611,Betania,163227.591,935906.035,682,E15C67,R,16,*,*,2
7,Chiapas,Chis.,17,Cintalapa,612,Zacualpa,163052.781,935802.861,660,E15C67,R,8,5,3,3
7,Chiapas,Chis.,17,Cintalapa,613,San Francisco,163026.975,935827.649,665,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,614,Tierra Blanca,163118.302,935646.263,641,E15C67,R,6,*,*,2
7,Chiapas,Chis.,17,Cintalapa,615,El Milagro,163038.695,935646.14,644,E15C67,R,8,*,*,2
7,Chiapas,Chis.,17,Cintalapa,616,La Primavera,163045.049,935716.853,641,E15C67,R,4,*,*,1
7,Chiapas,Chis.,17,Cintalapa,617,Rancho Bonito,163047.103,935727.097,642,E15C67,R,8,*,*,1
7,Chiapas,Chis.,17,Cintalapa,618,El Bernal,162938.623,935949.673,683,E15C77,R,24,12,12,5
7,Chiapas,Chis.,17,Cintalapa,620,Rincón Sandía,163023.004,940059.004,716,E15C66,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,621,Las Murallas,163105.621,940157.788,686,E15C66,R,12,*,*,2
7,Chiapas,Chis.,17,Cintalapa,622,San Lucas,163234.575,935929.863,706,E15C67,R,4,*,*,1
7,Chiapas,Chis.,17,Cintalapa,624,El Socorro Dos,163244.23,935329.545,639,E15C67,R,4,*,*,1
7,Chiapas,Chis.,17,Cintalapa,627,La Fortuna,163245.157,935317.719,642,E15C67,R,10,*,*,2
7,Chiapas,Chis.,17,Cintalapa,628,El Tule,163247.33,935303.491,632,E15C67,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,629,El Milagro,163019.011,935313.47,702,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,630,El Oasis,163002.295,935245.711,677,E15C67,R,10,*,*,2
7,Chiapas,Chis.,17,Cintalapa,631,Paso Real,162959.598,935304.923,687,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,632,Santa Cruz,162941.778,935252.246,682,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,633,El Siete (El Cero),163417.727,935040.171,630,E15C67,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,634,El Palomar,163128.665,935314.915,689,E15C67,R,6,*,*,1
7,Chiapas,Chis.,17,Cintalapa,635,San Luis,163015.051,934900.426,713,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,637,Xochimilco,163413.381,934655.064,648,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,638,El Gran Chaparral,163320.536,935047.58,647,E15C67,R,3,*,*,2
7,Chiapas,Chis.,17,Cintalapa,640,Los Miradores,162550.988,935926.988,777,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,642,Buenavista,162853.938,935343.848,722,E15C77,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,643,San Francisco (La Víbora),162742.793,935417.432,764,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,644,La Escondida,163613.765,934818.95,590,E15C67,R,5,*,*,1
7,Chiapas,Chis.,17,Cintalapa,646,El Novillero,163656.805,935001.237,583,E15C67,R,22,11,11,3
7,Chiapas,Chis.,17,Cintalapa,648,Las Pilas,163011.686,940340.44,757,E15C66,R,10,*,*,2
7,Chiapas,Chis.,17,Cintalapa,649,San José la Verdad,162628.703,940027.087,762,E15C76,R,33,17,16,7
7,Chiapas,Chis.,17,Cintalapa,650,Emiliano Zapata,165200.559,934105.54,768,E15C57,R,407,218,189,85
7,Chiapas,Chis.,17,Cintalapa,651,La Argentina,164502.034,934853.09,644,E15C57,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,652,La Isleta,163530.68,934640.757,621,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,653,Piedra de Cal,162754,940629.988,984,E15C76,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,655,Sagrado Corazón de Jesús,164430.215,934921.651,680,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,656,La Claudia (Los Cocodrilos),164012.426,934257.213,547,E15C67,R,4,*,*,1
7,Chiapas,Chis.,17,Cintalapa,659,La Peña,165623.53,934900.807,249,E15C57,R,7,*,*,2
7,Chiapas,Chis.,17,Cintalapa,660,Las Palmas,165622.243,934841.713,248,E15C57,R,4,*,*,1
7,Chiapas,Chis.,17,Cintalapa,667,San Vicente,162554.927,935929.632,780,E15C77,R,1,*,*,1
7,Chiapas,Chis.,17,Cintalapa,669,Jilotepec,162829.241,935909.198,699,E15C77,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,671,El Saltillo,162826.078,935937.604,698,E15C77,R,3,*,*,1
7,Chiapas,Chis.,17,Cintalapa,672,El Capulín,163510.043,935633.778,681,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,674,Las Palmas,163907.369,935737.746,908,E15C67,R,104,50,54,19
7,Chiapas,Chis.,17,Cintalapa,675,Nueva Libertad,163616.501,935500.752,655,E15C67,R,229,114,115,54
7,Chiapas,Chis.,17,Cintalapa,677,Todos Santos,163812.559,934243.639,593,E15C67,R,18,12,6,3
7,Chiapas,Chis.,17,Cintalapa,678,El Duraznillo,163829.791,934241.367,582,E15C67,R,2,*,*,1
7,Chiapas,Chis.,17,Cintalapa,679,La Esmeralda,163832.639,934239.194,585,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,680,San Antonio,163556.07,934709.944,607,E15C67,R,0,0,0,0
7,Chiapas,Chis.,17,Cintalapa,681,Rancho Escondido,163112.4,934840.581,760,E15C67,R,6,*,*,1
7,Chiapas,Chis.,17,Cintalapa,683,Guadalupe,163010.521,934907.224,707,E15C67,R,4,*,*,1
7,Chiapas,Chis.,17,Cintalapa,684,El Saltillito,164205.744,934957.158,641,E15C67,R,6,*,*,2
7,Chiapas,Chis.,17,Cintalapa,685,San Antonio (Lindavista),164144.363,934950.747,625,E15C67,R,11,*,*,1
7,Chiapas,Chis.,17,Cintalapa,686,Santa Fe,163735.846,934700.316,599,E15C67,R,7,*,*,2
7,Chiapas,Chis.,17,Cintalapa,687,Salto de Agua,164736.302,934932.275,589,E15C57,R,15,8,7,5
7,Chiapas,Chis.,17,Cintalapa,688,El Aguacate,164238.039,935015.71,674,E15C67,R,5,*,*,1
